code,city,link,class
4.50E+11,南宁市,45/4501.html,city
4.50E+11,柳州市,45/4502.html,city
4.50E+11,桂林市,45/4503.html,city
4.50E+11,梧州市,45/4504.html,city
4.51E+11,北海市,45/4505.html,city
4.51E+11,防城港市,45/4506.html,city
4.51E+11,钦州市,45/4507.html,city
4.51E+11,贵港市,45/4508.html,city
4.51E+11,玉林市,45/4509.html,city
4.20E+11,武汉市,42/4201.html,city
4.20E+11,黄石市,42/4202.html,city
4.20E+11,十堰市,42/4203.html,city
4.21E+11,宜昌市,42/4205.html,city
4.21E+11,襄阳市,42/4206.html,city
4.21E+11,鄂州市,42/4207.html,city
4.21E+11,荆门市,42/4208.html,city
4.21E+11,孝感市,42/4209.html,city
4.21E+11,荆州市,42/4210.html,city
4.21E+11,黄冈市,42/4211.html,city
4.21E+11,咸宁市,42/4212.html,city
4.21E+11,随州市,42/4213.html,city
4.23E+11,恩施土家族苗族自治州,42/4228.html,city
4.29E+11,省直辖县级行政区划,42/4290.html,city
4.51E+11,百色市,45/4510.html,city
4.51E+11,贺州市,45/4511.html,city
4.51E+11,河池市,45/4512.html,city
4.51E+11,来宾市,45/4513.html,city
4.51E+11,崇左市,45/4514.html,city
3.70E+11,济南市,37/3701.html,city
3.70E+11,青岛市,37/3702.html,city
3.70E+11,淄博市,37/3703.html,city
3.70E+11,枣庄市,37/3704.html,city
3.71E+11,东营市,37/3705.html,city
3.71E+11,烟台市,37/3706.html,city
3.71E+11,潍坊市,37/3707.html,city
3.50E+11,福州市,35/3501.html,city
3.50E+11,厦门市,35/3502.html,city
3.50E+11,莆田市,35/3503.html,city
3.50E+11,三明市,35/3504.html,city
3.51E+11,泉州市,35/3505.html,city
3.51E+11,漳州市,35/3506.html,city
3.51E+11,南平市,35/3507.html,city
3.51E+11,龙岩市,35/3508.html,city
3.51E+11,宁德市,35/3509.html,city
3.71E+11,济宁市,37/3708.html,city
3.71E+11,泰安市,37/3709.html,city
3.71E+11,威海市,37/3710.html,city
3.71E+11,日照市,37/3711.html,city
3.71E+11,莱芜市,37/3712.html,city
3.71E+11,临沂市,37/3713.html,city
3.71E+11,德州市,37/3714.html,city
3.72E+11,聊城市,37/3715.html,city
3.72E+11,滨州市,37/3716.html,city
3.72E+11,菏泽市,37/3717.html,city
3.60E+11,南昌市,36/3601.html,city
3.60E+11,景德镇市,36/3602.html,city
3.60E+11,萍乡市,36/3603.html,city
3.60E+11,九江市,36/3604.html,city
3.61E+11,新余市,36/3605.html,city
3.61E+11,鹰潭市,36/3606.html,city
3.61E+11,赣州市,36/3607.html,city
3.61E+11,吉安市,36/3608.html,city
3.61E+11,宜春市,36/3609.html,city
3.61E+11,抚州市,36/3610.html,city
3.61E+11,上饶市,36/3611.html,city
3.30E+11,杭州市,33/3301.html,city
3.30E+11,宁波市,33/3302.html,city
3.30E+11,温州市,33/3303.html,city
3.30E+11,嘉兴市,33/3304.html,city
3.31E+11,湖州市,33/3305.html,city
3.31E+11,绍兴市,33/3306.html,city
3.31E+11,金华市,33/3307.html,city
3.31E+11,衢州市,33/3308.html,city
3.31E+11,舟山市,33/3309.html,city
3.31E+11,台州市,33/3310.html,city
3.31E+11,丽水市,33/3311.html,city
3.40E+11,合肥市,34/3401.html,city
3.40E+11,芜湖市,34/3402.html,city
3.40E+11,蚌埠市,34/3403.html,city
3.40E+11,淮南市,34/3404.html,city
3.41E+11,马鞍山市,34/3405.html,city
3.20E+11,南京市,32/3201.html,city
3.20E+11,无锡市,32/3202.html,city
3.20E+11,徐州市,32/3203.html,city
3.20E+11,常州市,32/3204.html,city
3.21E+11,苏州市,32/3205.html,city
3.21E+11,南通市,32/3206.html,city
3.21E+11,连云港市,32/3207.html,city
3.21E+11,淮安市,32/3208.html,city
3.21E+11,盐城市,32/3209.html,city
3.21E+11,扬州市,32/3210.html,city
3.21E+11,镇江市,32/3211.html,city
3.21E+11,泰州市,32/3212.html,city
3.21E+11,宿迁市,32/3213.html,city
3.41E+11,淮北市,34/3406.html,city
3.41E+11,铜陵市,34/3407.html,city
3.41E+11,安庆市,34/3408.html,city
3.41E+11,黄山市,34/3410.html,city
3.41E+11,滁州市,34/3411.html,city
3.41E+11,阜阳市,34/3412.html,city
3.41E+11,宿州市,34/3413.html,city
3.42E+11,六安市,34/3415.html,city
3.42E+11,亳州市,34/3416.html,city
3.42E+11,池州市,34/3417.html,city
3.42E+11,宣城市,34/3418.html,city
3.10E+11,市辖区,31/3101.html,city
2.20E+11,长春市,22/2201.html,city
2.20E+11,吉林市,22/2202.html,city
2.20E+11,四平市,22/2203.html,city
2.20E+11,辽源市,22/2204.html,city
2.21E+11,通化市,22/2205.html,city
2.21E+11,白山市,22/2206.html,city
2.21E+11,松原市,22/2207.html,city
2.21E+11,白城市,22/2208.html,city
2.22E+11,延边朝鲜族自治州,22/2224.html,city
2.10E+11,沈阳市,21/2101.html,city
2.10E+11,大连市,21/2102.html,city
2.10E+11,鞍山市,21/2103.html,city
2.10E+11,抚顺市,21/2104.html,city
2.11E+11,本溪市,21/2105.html,city
2.11E+11,丹东市,21/2106.html,city
2.11E+11,锦州市,21/2107.html,city
2.11E+11,营口市,21/2108.html,city
2.11E+11,阜新市,21/2109.html,city
2.11E+11,辽阳市,21/2110.html,city
2.11E+11,盘锦市,21/2111.html,city
2.11E+11,铁岭市,21/2112.html,city
2.11E+11,朝阳市,21/2113.html,city
2.11E+11,葫芦岛市,21/2114.html,city
2.30E+11,哈尔滨市,23/2301.html,city
2.30E+11,齐齐哈尔市,23/2302.html,city
2.30E+11,鸡西市,23/2303.html,city
2.30E+11,鹤岗市,23/2304.html,city
2.31E+11,双鸭山市,23/2305.html,city
2.31E+11,大庆市,23/2306.html,city
2.31E+11,伊春市,23/2307.html,city
2.31E+11,佳木斯市,23/2308.html,city
2.31E+11,七台河市,23/2309.html,city
2.31E+11,牡丹江市,23/2310.html,city
2.31E+11,黑河市,23/2311.html,city
2.31E+11,绥化市,23/2312.html,city
2.33E+11,大兴安岭地区,23/2327.html,city
1.40E+11,太原市,14/1401.html,city
1.40E+11,大同市,14/1402.html,city
1.40E+11,阳泉市,14/1403.html,city
1.40E+11,长治市,14/1404.html,city
1.41E+11,晋城市,14/1405.html,city
1.41E+11,朔州市,14/1406.html,city
1.41E+11,晋中市,14/1407.html,city
1.41E+11,运城市,14/1408.html,city
1.41E+11,忻州市,14/1409.html,city
1.41E+11,临汾市,14/1410.html,city
1.41E+11,吕梁市,14/1411.html,city
1.30E+11,石家庄市,13/1301.html,city
1.30E+11,唐山市,13/1302.html,city
1.30E+11,秦皇岛市,13/1303.html,city
1.30E+11,邯郸市,13/1304.html,city
1.31E+11,邢台市,13/1305.html,city
1.31E+11,保定市,13/1306.html,city
1.31E+11,张家口市,13/1307.html,city
1.31E+11,承德市,13/1308.html,city
1.31E+11,沧州市,13/1309.html,city
1.31E+11,廊坊市,13/1310.html,city
1.31E+11,衡水市,13/1311.html,city
1.50E+11,呼和浩特市,15/1501.html,city
1.50E+11,包头市,15/1502.html,city
1.50E+11,乌海市,15/1503.html,city
1.50E+11,赤峰市,15/1504.html,city
1.51E+11,通辽市,15/1505.html,city
1.51E+11,鄂尔多斯市,15/1506.html,city
1.51E+11,呼伦贝尔市,15/1507.html,city
1.51E+11,巴彦淖尔市,15/1508.html,city
1.51E+11,乌兰察布市,15/1509.html,city
1.52E+11,兴安盟,15/1522.html,city
1.53E+11,锡林郭勒盟,15/1525.html,city
1.53E+11,阿拉善盟,15/1529.html,city
1.20E+11,市辖区,12/1201.html,city
1.10E+11,市辖区,11/1101.html,city
4.60E+11,海口市,46/4601.html,city
4.60E+11,三亚市,46/4602.html,city
4.60E+11,三沙市,46/4603.html,city
4.60E+11,儋州市,46/4604.html,city
4.69E+11,省直辖县级行政区划,46/4690.html,city
